id,neighborhood,room_type,price,rating,review_text
2070,Bondi,Shared room,392.18,4.1,A bit outdated but very affordable and cozy.
2071,Manly,Shared room,203.26,3.7,"Very noisy and bustling, great for nightlife but hard to sleep."
2072,Manly,Shared room,600.95,3.9,"Quiet and peaceful, the perfect romantic getaway."
2073,Darlinghurst,Private room,63.06,2.8,A bit outdated but very affordable and cozy.
2074,Parramatta,Entire home/apt,295.73,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2075,Newtown,Entire home/apt,444.43,4.4,Luxury villa with a pool and ocean views. Incredible experience.
2076,Surry Hills,Private room,360.11,4.8,A bit outdated but very affordable and cozy.
2077,Newtown,Private room,416.11,2.7,"Quiet and peaceful, the perfect romantic getaway."
2078,Bondi,Entire home/apt,289.57,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2079,Darlinghurst,Private room,493.45,4.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2080,Darlinghurst,Private room,557.31,2.6,Luxury villa with a pool and ocean views. Incredible experience.
2081,Bondi,Entire home/apt,784.0,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2082,Darlinghurst,Entire home/apt,602.41,4.4,Extremely clean and modern apartment with high-speed wifi.
2083,Manly,Entire home/apt,553.63,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2084,Darlinghurst,Shared room,662.34,4.3,"Basic room, clean but tiny. The host was very friendly."
2085,Parramatta,Shared room,241.35,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2086,Bondi,Private room,472.7,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2087,Newtown,Private room,262.76,3.8,"Basic room, clean but tiny. The host was very friendly."
2088,Darlinghurst,Entire home/apt,742.01,4.1,"Terrible experience, the place was dirty and loud."
2089,Newtown,Shared room,59.0,2.6,"Basic room, clean but tiny. The host was very friendly."
2090,Parramatta,Private room,515.05,4.9,A bit outdated but very affordable and cozy.
2091,Darlinghurst,Shared room,770.78,3.8,"Terrible experience, the place was dirty and loud."
2092,Parramatta,Private room,341.83,4.1,"Terrible experience, the place was dirty and loud."
2093,Parramatta,Private room,319.13,3.7,A bit outdated but very affordable and cozy.
2094,Bondi,Entire home/apt,543.69,3.2,"Basic room, clean but tiny. The host was very friendly."
2095,Manly,Private room,575.44,4.5,Extremely clean and modern apartment with high-speed wifi.
2096,Darlinghurst,Private room,154.98,4.7,"Quiet and peaceful, the perfect romantic getaway."
2097,Newtown,Private room,130.48,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2098,Surry Hills,Entire home/apt,295.95,4.1,"Basic room, clean but tiny. The host was very friendly."
2099,Parramatta,Shared room,773.92,2.8,Luxury villa with a pool and ocean views. Incredible experience.
2100,Manly,Private room,676.83,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2101,Parramatta,Shared room,51.79,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2102,Manly,Entire home/apt,503.19,2.9,"Basic room, clean but tiny. The host was very friendly."
2103,Surry Hills,Entire home/apt,437.28,4.5,Extremely clean and modern apartment with high-speed wifi.
2104,Manly,Entire home/apt,377.61,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2105,Parramatta,Entire home/apt,769.42,3.1,Extremely clean and modern apartment with high-speed wifi.
2106,Darlinghurst,Entire home/apt,63.07,3.3,Extremely clean and modern apartment with high-speed wifi.
2107,Newtown,Private room,768.62,3.3,Luxury villa with a pool and ocean views. Incredible experience.
2108,Darlinghurst,Private room,735.88,4.8,"Quiet and peaceful, the perfect romantic getaway."
2109,Newtown,Entire home/apt,742.5,2.6,A bit outdated but very affordable and cozy.
2110,Newtown,Shared room,638.24,3.1,"Basic room, clean but tiny. The host was very friendly."
2111,Bondi,Shared room,335.71,4.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2112,Darlinghurst,Shared room,371.9,3.0,"Basic room, clean but tiny. The host was very friendly."
2113,Parramatta,Private room,645.24,3.9,"Basic room, clean but tiny. The host was very friendly."
2114,Parramatta,Private room,535.13,4.0,A bit outdated but very affordable and cozy.
2115,Bondi,Entire home/apt,346.44,4.3,"Basic room, clean but tiny. The host was very friendly."
2116,Bondi,Entire home/apt,675.27,3.3,A bit outdated but very affordable and cozy.
2117,Bondi,Private room,749.5,4.9,"Quiet and peaceful, the perfect romantic getaway."
2118,Parramatta,Shared room,752.57,2.9,Extremely clean and modern apartment with high-speed wifi.
2119,Bondi,Entire home/apt,547.22,2.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2120,Surry Hills,Entire home/apt,736.46,2.8,"Quiet and peaceful, the perfect romantic getaway."
2121,Darlinghurst,Entire home/apt,469.74,3.7,Extremely clean and modern apartment with high-speed wifi.
2122,Bondi,Private room,323.95,4.7,Extremely clean and modern apartment with high-speed wifi.
2123,Surry Hills,Entire home/apt,707.17,4.7,"Quiet and peaceful, the perfect romantic getaway."
2124,Parramatta,Entire home/apt,545.02,4.1,"Quiet and peaceful, the perfect romantic getaway."
2125,Newtown,Shared room,315.3,3.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2126,Surry Hills,Shared room,494.96,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
2127,Darlinghurst,Entire home/apt,675.24,4.6,Luxury villa with a pool and ocean views. Incredible experience.
2128,Newtown,Entire home/apt,462.29,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2129,Bondi,Entire home/apt,536.52,3.4,A bit outdated but very affordable and cozy.
2130,Bondi,Shared room,136.49,3.3,Extremely clean and modern apartment with high-speed wifi.
2131,Parramatta,Entire home/apt,351.21,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
2132,Bondi,Entire home/apt,734.31,3.0,"Quiet and peaceful, the perfect romantic getaway."
2133,Darlinghurst,Entire home/apt,268.06,3.6,A bit outdated but very affordable and cozy.
2134,Surry Hills,Private room,754.74,3.4,A bit outdated but very affordable and cozy.
2135,Manly,Shared room,755.61,4.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2136,Bondi,Entire home/apt,727.16,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2137,Bondi,Entire home/apt,798.83,3.5,"Basic room, clean but tiny. The host was very friendly."
2138,Manly,Entire home/apt,641.9,3.2,"Quiet and peaceful, the perfect romantic getaway."
2139,Parramatta,Shared room,637.23,4.7,"Very noisy and bustling, great for nightlife but hard to sleep."
2140,Newtown,Private room,614.06,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
2141,Darlinghurst,Shared room,211.88,2.7,"Basic room, clean but tiny. The host was very friendly."
2142,Darlinghurst,Private room,512.62,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2143,Parramatta,Entire home/apt,400.77,4.5,"Quiet and peaceful, the perfect romantic getaway."
2144,Newtown,Entire home/apt,131.02,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2145,Bondi,Shared room,635.99,5.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2146,Surry Hills,Shared room,270.94,5.0,"Basic room, clean but tiny. The host was very friendly."
2147,Darlinghurst,Entire home/apt,214.22,4.8,"Basic room, clean but tiny. The host was very friendly."
2148,Darlinghurst,Private room,505.22,3.5,"Quiet and peaceful, the perfect romantic getaway."
2149,Darlinghurst,Private room,523.72,2.7,Luxury villa with a pool and ocean views. Incredible experience.
2150,Bondi,Private room,269.7,2.9,A bit outdated but very affordable and cozy.
2151,Bondi,Shared room,401.41,2.6,Extremely clean and modern apartment with high-speed wifi.
2152,Surry Hills,Private room,224.09,3.0,"Quiet and peaceful, the perfect romantic getaway."
2153,Newtown,Shared room,771.09,3.5,"Quiet and peaceful, the perfect romantic getaway."
2154,Surry Hills,Shared room,510.49,4.9,Extremely clean and modern apartment with high-speed wifi.
2155,Newtown,Private room,220.06,4.8,Extremely clean and modern apartment with high-speed wifi.
2156,Surry Hills,Shared room,261.59,4.0,Luxury villa with a pool and ocean views. Incredible experience.
2157,Manly,Entire home/apt,469.13,3.5,"Quiet and peaceful, the perfect romantic getaway."
2158,Parramatta,Private room,188.87,4.8,"Basic room, clean but tiny. The host was very friendly."
2159,Parramatta,Shared room,441.6,4.7,"Very noisy and bustling, great for nightlife but hard to sleep."
2160,Manly,Entire home/apt,780.95,3.4,A bit outdated but very affordable and cozy.
2161,Newtown,Shared room,690.71,4.1,A bit outdated but very affordable and cozy.
2162,Manly,Shared room,587.62,4.5,A bit outdated but very affordable and cozy.
2163,Newtown,Entire home/apt,586.49,3.3,"Terrible experience, the place was dirty and loud."
2164,Newtown,Entire home/apt,701.9,2.7,Luxury villa with a pool and ocean views. Incredible experience.
2165,Manly,Shared room,448.13,3.4,"Terrible experience, the place was dirty and loud."
2166,Darlinghurst,Entire home/apt,179.84,5.0,A bit outdated but very affordable and cozy.
2167,Manly,Entire home/apt,482.88,2.7,Luxury villa with a pool and ocean views. Incredible experience.
2168,Darlinghurst,Entire home/apt,794.88,2.9,A bit outdated but very affordable and cozy.
2169,Bondi,Private room,413.51,4.6,Extremely clean and modern apartment with high-speed wifi.
2170,Surry Hills,Entire home/apt,566.39,4.7,A bit outdated but very affordable and cozy.
2171,Bondi,Entire home/apt,580.11,3.2,Extremely clean and modern apartment with high-speed wifi.
2172,Surry Hills,Entire home/apt,541.46,3.0,Extremely clean and modern apartment with high-speed wifi.
2173,Surry Hills,Entire home/apt,145.39,3.9,"Terrible experience, the place was dirty and loud."
2174,Darlinghurst,Entire home/apt,617.23,3.0,"Basic room, clean but tiny. The host was very friendly."
2175,Bondi,Shared room,187.95,2.6,"Quiet and peaceful, the perfect romantic getaway."
2176,Surry Hills,Shared room,738.55,4.3,"Basic room, clean but tiny. The host was very friendly."
2177,Surry Hills,Entire home/apt,391.58,4.6,Luxury villa with a pool and ocean views. Incredible experience.
2178,Newtown,Private room,312.35,3.0,Extremely clean and modern apartment with high-speed wifi.
2179,Darlinghurst,Private room,250.29,4.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2180,Bondi,Private room,523.54,3.2,Luxury villa with a pool and ocean views. Incredible experience.
2181,Bondi,Private room,162.04,2.8,Extremely clean and modern apartment with high-speed wifi.
2182,Surry Hills,Private room,310.99,3.1,"Quiet and peaceful, the perfect romantic getaway."
2183,Bondi,Shared room,435.03,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2184,Manly,Entire home/apt,357.17,3.2,Extremely clean and modern apartment with high-speed wifi.
2185,Surry Hills,Shared room,269.79,4.0,"Terrible experience, the place was dirty and loud."
2186,Darlinghurst,Entire home/apt,743.78,4.2,"Terrible experience, the place was dirty and loud."
2187,Surry Hills,Entire home/apt,517.94,3.4,Extremely clean and modern apartment with high-speed wifi.
2188,Manly,Entire home/apt,459.95,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2189,Manly,Private room,288.96,3.1,"Quiet and peaceful, the perfect romantic getaway."
2190,Surry Hills,Shared room,505.12,4.3,"Terrible experience, the place was dirty and loud."
2191,Bondi,Shared room,697.35,4.9,A bit outdated but very affordable and cozy.
2192,Surry Hills,Entire home/apt,115.21,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
2193,Surry Hills,Entire home/apt,199.54,3.5,"Basic room, clean but tiny. The host was very friendly."
2194,Manly,Private room,648.82,4.6,Luxury villa with a pool and ocean views. Incredible experience.
2195,Surry Hills,Shared room,675.78,3.8,"Quiet and peaceful, the perfect romantic getaway."
2196,Parramatta,Shared room,119.42,3.4,Luxury villa with a pool and ocean views. Incredible experience.
2197,Newtown,Shared room,432.62,3.0,A bit outdated but very affordable and cozy.
2198,Bondi,Entire home/apt,69.12,3.6,"Basic room, clean but tiny. The host was very friendly."
2199,Surry Hills,Shared room,769.31,2.5,A bit outdated but very affordable and cozy.
2200,Manly,Shared room,184.26,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2201,Bondi,Private room,552.83,4.9,"Terrible experience, the place was dirty and loud."
2202,Parramatta,Shared room,563.57,3.7,A bit outdated but very affordable and cozy.
2203,Bondi,Shared room,339.08,4.8,Luxury villa with a pool and ocean views. Incredible experience.
2204,Manly,Shared room,402.11,2.8,"Basic room, clean but tiny. The host was very friendly."
2205,Bondi,Entire home/apt,207.38,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
2206,Manly,Shared room,131.01,3.7,"Terrible experience, the place was dirty and loud."
2207,Manly,Shared room,348.77,3.2,"Very noisy and bustling, great for nightlife but hard to sleep."
2208,Darlinghurst,Entire home/apt,263.25,3.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2209,Parramatta,Entire home/apt,718.26,3.7,"Quiet and peaceful, the perfect romantic getaway."
2210,Bondi,Entire home/apt,542.92,3.1,"Quiet and peaceful, the perfect romantic getaway."
2211,Newtown,Entire home/apt,321.78,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2212,Surry Hills,Entire home/apt,383.66,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2213,Parramatta,Shared room,428.62,2.8,"Basic room, clean but tiny. The host was very friendly."
2214,Darlinghurst,Shared room,756.02,4.8,Extremely clean and modern apartment with high-speed wifi.
2215,Surry Hills,Shared room,674.81,4.2,"Basic room, clean but tiny. The host was very friendly."
2216,Manly,Shared room,243.84,3.7,Luxury villa with a pool and ocean views. Incredible experience.
2217,Newtown,Entire home/apt,545.04,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2218,Bondi,Entire home/apt,331.54,2.8,Extremely clean and modern apartment with high-speed wifi.
2219,Bondi,Entire home/apt,270.68,4.6,Luxury villa with a pool and ocean views. Incredible experience.
2220,Manly,Private room,326.33,3.1,"Quiet and peaceful, the perfect romantic getaway."
2221,Bondi,Shared room,667.89,4.7,Luxury villa with a pool and ocean views. Incredible experience.
2222,Parramatta,Shared room,507.2,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2223,Surry Hills,Private room,126.46,4.8,"Terrible experience, the place was dirty and loud."
2224,Manly,Shared room,371.43,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2225,Surry Hills,Shared room,780.37,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2226,Parramatta,Private room,262.06,3.6,Extremely clean and modern apartment with high-speed wifi.
2227,Newtown,Shared room,113.77,4.6,"Quiet and peaceful, the perfect romantic getaway."
2228,Surry Hills,Private room,92.63,3.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2229,Darlinghurst,Private room,702.89,3.1,A bit outdated but very affordable and cozy.
2230,Manly,Shared room,217.73,2.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2231,Newtown,Entire home/apt,594.63,4.6,Extremely clean and modern apartment with high-speed wifi.
2232,Manly,Private room,384.09,2.8,Extremely clean and modern apartment with high-speed wifi.
2233,Surry Hills,Private room,465.93,4.2,Luxury villa with a pool and ocean views. Incredible experience.
2234,Darlinghurst,Shared room,191.57,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2235,Manly,Shared room,623.28,3.8,"Terrible experience, the place was dirty and loud."
2236,Surry Hills,Entire home/apt,597.76,3.7,A bit outdated but very affordable and cozy.
2237,Newtown,Private room,50.08,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2238,Parramatta,Private room,709.0,3.4,Luxury villa with a pool and ocean views. Incredible experience.
2239,Manly,Private room,215.29,4.4,"Terrible experience, the place was dirty and loud."
2240,Bondi,Private room,322.95,3.1,"Terrible experience, the place was dirty and loud."
2241,Parramatta,Entire home/apt,512.39,2.7,"Terrible experience, the place was dirty and loud."
2242,Surry Hills,Private room,611.0,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2243,Bondi,Private room,156.28,2.8,Extremely clean and modern apartment with high-speed wifi.
2244,Newtown,Entire home/apt,272.94,3.4,Extremely clean and modern apartment with high-speed wifi.
2245,Darlinghurst,Entire home/apt,339.34,3.0,Luxury villa with a pool and ocean views. Incredible experience.
2246,Parramatta,Shared room,480.7,3.6,"Terrible experience, the place was dirty and loud."
2247,Parramatta,Entire home/apt,549.74,3.2,"Terrible experience, the place was dirty and loud."
2248,Manly,Private room,445.0,3.4,A bit outdated but very affordable and cozy.
2249,Surry Hills,Shared room,492.96,3.4,"Terrible experience, the place was dirty and loud."
2250,Surry Hills,Shared room,764.04,3.5,A bit outdated but very affordable and cozy.
2251,Bondi,Private room,629.22,2.8,"Basic room, clean but tiny. The host was very friendly."
2252,Manly,Entire home/apt,116.59,5.0,"Basic room, clean but tiny. The host was very friendly."
2253,Newtown,Entire home/apt,231.62,3.7,"Very noisy and bustling, great for nightlife but hard to sleep."
2254,Darlinghurst,Shared room,613.7,4.0,Luxury villa with a pool and ocean views. Incredible experience.
2255,Surry Hills,Entire home/apt,390.04,2.6,A bit outdated but very affordable and cozy.
2256,Parramatta,Private room,386.75,3.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2257,Surry Hills,Entire home/apt,501.38,2.7,"Basic room, clean but tiny. The host was very friendly."
2258,Darlinghurst,Private room,346.47,3.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2259,Darlinghurst,Entire home/apt,174.42,4.7,"Quiet and peaceful, the perfect romantic getaway."
2260,Darlinghurst,Private room,557.47,4.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2261,Darlinghurst,Shared room,81.06,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2262,Manly,Private room,190.44,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2263,Newtown,Shared room,138.08,4.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2264,Manly,Entire home/apt,153.19,3.1,Extremely clean and modern apartment with high-speed wifi.
2265,Parramatta,Private room,242.55,3.7,Extremely clean and modern apartment with high-speed wifi.
2266,Newtown,Private room,797.99,4.2,"Basic room, clean but tiny. The host was very friendly."
2267,Parramatta,Private room,174.05,4.9,Luxury villa with a pool and ocean views. Incredible experience.
2268,Darlinghurst,Entire home/apt,297.0,3.1,A bit outdated but very affordable and cozy.
2269,Manly,Entire home/apt,308.54,2.6,"Terrible experience, the place was dirty and loud."
2270,Darlinghurst,Shared room,199.41,4.0,A bit outdated but very affordable and cozy.
2271,Parramatta,Private room,698.12,2.9,"Terrible experience, the place was dirty and loud."
2272,Surry Hills,Shared room,650.07,2.9,Extremely clean and modern apartment with high-speed wifi.
2273,Newtown,Shared room,674.43,4.9,Luxury villa with a pool and ocean views. Incredible experience.
2274,Parramatta,Private room,671.47,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2275,Parramatta,Shared room,620.06,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2276,Newtown,Shared room,768.32,4.6,A bit outdated but very affordable and cozy.
2277,Darlinghurst,Entire home/apt,576.32,3.5,A bit outdated but very affordable and cozy.
2278,Darlinghurst,Shared room,94.89,3.7,Luxury villa with a pool and ocean views. Incredible experience.
2279,Newtown,Shared room,633.63,3.7,A bit outdated but very affordable and cozy.
2280,Darlinghurst,Private room,186.31,4.2,Luxury villa with a pool and ocean views. Incredible experience.
2281,Parramatta,Private room,236.99,3.1,A bit outdated but very affordable and cozy.
2282,Bondi,Entire home/apt,678.98,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2283,Manly,Private room,226.81,4.0,"Terrible experience, the place was dirty and loud."
2284,Newtown,Entire home/apt,223.14,4.6,"Terrible experience, the place was dirty and loud."
2285,Newtown,Entire home/apt,446.17,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2286,Darlinghurst,Private room,629.38,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2287,Newtown,Shared room,236.04,3.2,"Very noisy and bustling, great for nightlife but hard to sleep."
2288,Surry Hills,Entire home/apt,653.47,3.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2289,Newtown,Entire home/apt,360.58,2.8,A bit outdated but very affordable and cozy.
2290,Parramatta,Shared room,588.5,3.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2291,Parramatta,Shared room,786.11,4.3,"Quiet and peaceful, the perfect romantic getaway."
2292,Newtown,Entire home/apt,448.02,3.2,"Basic room, clean but tiny. The host was very friendly."
2293,Surry Hills,Private room,60.75,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2294,Parramatta,Entire home/apt,208.52,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2295,Darlinghurst,Shared room,145.81,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2296,Surry Hills,Private room,581.92,3.7,Luxury villa with a pool and ocean views. Incredible experience.
2297,Newtown,Private room,200.02,4.1,A bit outdated but very affordable and cozy.
2298,Surry Hills,Private room,264.64,3.7,"Basic room, clean but tiny. The host was very friendly."
2299,Bondi,Entire home/apt,293.3,4.6,"Quiet and peaceful, the perfect romantic getaway."
2300,Manly,Shared room,407.35,3.9,Extremely clean and modern apartment with high-speed wifi.
2301,Bondi,Entire home/apt,629.81,4.6,Extremely clean and modern apartment with high-speed wifi.
2302,Darlinghurst,Shared room,524.16,4.2,"Basic room, clean but tiny. The host was very friendly."
2303,Parramatta,Private room,518.52,4.3,"Terrible experience, the place was dirty and loud."
2304,Surry Hills,Entire home/apt,397.89,3.3,Luxury villa with a pool and ocean views. Incredible experience.
2305,Manly,Private room,609.64,2.5,A bit outdated but very affordable and cozy.
2306,Darlinghurst,Entire home/apt,236.16,3.6,A bit outdated but very affordable and cozy.
2307,Newtown,Shared room,745.6,3.2,A bit outdated but very affordable and cozy.
2308,Darlinghurst,Private room,353.57,4.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2309,Manly,Private room,626.78,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2310,Newtown,Shared room,639.11,3.8,"Quiet and peaceful, the perfect romantic getaway."
2311,Surry Hills,Entire home/apt,665.59,3.4,"Basic room, clean but tiny. The host was very friendly."
2312,Newtown,Private room,183.89,4.7,"Terrible experience, the place was dirty and loud."
2313,Manly,Private room,196.94,4.6,"Quiet and peaceful, the perfect romantic getaway."
2314,Surry Hills,Private room,326.49,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2315,Parramatta,Private room,432.81,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2316,Manly,Entire home/apt,375.95,3.3,Luxury villa with a pool and ocean views. Incredible experience.
2317,Parramatta,Shared room,168.4,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
2318,Bondi,Shared room,301.4,3.5,"Quiet and peaceful, the perfect romantic getaway."
2319,Bondi,Private room,507.93,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
2320,Surry Hills,Private room,576.2,2.5,"Quiet and peaceful, the perfect romantic getaway."
2321,Bondi,Private room,66.22,4.7,A bit outdated but very affordable and cozy.
2322,Darlinghurst,Private room,232.04,3.3,Luxury villa with a pool and ocean views. Incredible experience.
2323,Surry Hills,Private room,443.08,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2324,Manly,Shared room,124.36,3.1,"Terrible experience, the place was dirty and loud."
2325,Newtown,Shared room,201.15,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
2326,Newtown,Shared room,616.87,4.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2327,Surry Hills,Entire home/apt,454.93,3.4,"Very noisy and bustling, great for nightlife but hard to sleep."
2328,Manly,Entire home/apt,700.88,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
2329,Darlinghurst,Shared room,579.39,4.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2330,Darlinghurst,Shared room,308.63,3.1,Luxury villa with a pool and ocean views. Incredible experience.
2331,Newtown,Private room,402.93,3.4,"Terrible experience, the place was dirty and loud."
2332,Darlinghurst,Entire home/apt,647.24,4.0,A bit outdated but very affordable and cozy.
2333,Surry Hills,Shared room,379.07,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2334,Newtown,Private room,429.91,4.8,Luxury villa with a pool and ocean views. Incredible experience.
2335,Newtown,Private room,535.38,2.9,"Very noisy and bustling, great for nightlife but hard to sleep."
2336,Darlinghurst,Shared room,317.54,4.7,Extremely clean and modern apartment with high-speed wifi.
2337,Darlinghurst,Entire home/apt,199.34,4.5,"Quiet and peaceful, the perfect romantic getaway."
2338,Darlinghurst,Private room,528.21,4.3,Luxury villa with a pool and ocean views. Incredible experience.
2339,Parramatta,Entire home/apt,738.32,3.1,"Terrible experience, the place was dirty and loud."
2340,Bondi,Private room,568.88,2.6,Luxury villa with a pool and ocean views. Incredible experience.
2341,Manly,Entire home/apt,499.62,4.6,A bit outdated but very affordable and cozy.
2342,Newtown,Entire home/apt,675.98,4.3,Luxury villa with a pool and ocean views. Incredible experience.
2343,Bondi,Shared room,405.79,3.4,Luxury villa with a pool and ocean views. Incredible experience.
2344,Newtown,Entire home/apt,773.43,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
2345,Darlinghurst,Entire home/apt,90.22,3.5,A bit outdated but very affordable and cozy.
2346,Darlinghurst,Entire home/apt,346.64,3.9,A bit outdated but very affordable and cozy.
2347,Bondi,Private room,542.06,3.9,Extremely clean and modern apartment with high-speed wifi.
2348,Manly,Private room,561.85,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2349,Darlinghurst,Entire home/apt,640.64,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2350,Surry Hills,Private room,396.78,3.7,Luxury villa with a pool and ocean views. Incredible experience.
2351,Newtown,Private room,480.65,2.7,Extremely clean and modern apartment with high-speed wifi.
2352,Newtown,Entire home/apt,772.53,3.4,"Terrible experience, the place was dirty and loud."
2353,Manly,Private room,113.74,3.8,A bit outdated but very affordable and cozy.
2354,Manly,Shared room,746.8,2.6,A bit outdated but very affordable and cozy.
2355,Bondi,Private room,120.57,3.0,"Basic room, clean but tiny. The host was very friendly."
2356,Surry Hills,Shared room,469.64,2.5,A bit outdated but very affordable and cozy.
2357,Darlinghurst,Entire home/apt,575.73,2.8,A bit outdated but very affordable and cozy.
2358,Bondi,Entire home/apt,344.95,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2359,Newtown,Private room,275.85,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
2360,Manly,Entire home/apt,304.73,4.8,"Basic room, clean but tiny. The host was very friendly."
2361,Newtown,Entire home/apt,127.93,3.7,Extremely clean and modern apartment with high-speed wifi.
2362,Manly,Shared room,567.59,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2363,Newtown,Entire home/apt,548.36,3.4,"Terrible experience, the place was dirty and loud."
2364,Darlinghurst,Entire home/apt,361.51,4.4,Extremely clean and modern apartment with high-speed wifi.
2365,Bondi,Shared room,252.21,3.3,"Very noisy and bustling, great for nightlife but hard to sleep."
2366,Darlinghurst,Private room,730.62,4.1,A bit outdated but very affordable and cozy.
2367,Surry Hills,Shared room,114.73,2.6,Extremely clean and modern apartment with high-speed wifi.
2368,Darlinghurst,Private room,432.18,3.2,Extremely clean and modern apartment with high-speed wifi.
2369,Newtown,Shared room,652.5,4.0,"Very noisy and bustling, great for nightlife but hard to sleep."
2370,Newtown,Shared room,720.22,2.9,Extremely clean and modern apartment with high-speed wifi.
2371,Darlinghurst,Shared room,483.58,3.8,Luxury villa with a pool and ocean views. Incredible experience.
2372,Manly,Private room,270.43,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
2373,Manly,Entire home/apt,328.17,4.0,"Quiet and peaceful, the perfect romantic getaway."
2374,Surry Hills,Private room,181.03,3.9,A bit outdated but very affordable and cozy.
2375,Parramatta,Private room,748.62,2.7,"Terrible experience, the place was dirty and loud."
2376,Darlinghurst,Shared room,612.12,4.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2377,Bondi,Shared room,450.02,3.0,Extremely clean and modern apartment with high-speed wifi.
2378,Newtown,Shared room,72.91,3.5,"Quiet and peaceful, the perfect romantic getaway."
